timestamp,diario,tag,Largo
11/12/2019 10:06:35 a. m.,Me estresa un poco una situación aquí en la empresa sobre unos compañeros que pretenden renunciar. Habrá que ver la manera de cómo cubrir esas vacantes.,Negativo,152
11/12/2019 10:22:51 p. m.,"Tranquilo, emocionada y retadora",Positivo,32
11/12/2019 11:16:57 a. m.,Últimamente me siento segura de mi misma,Positivo,40
11/12/2019 11:37:55 a. m.,"Tranquila en general, pero hay cosas personales y laborales que de repente me angustian o en ocasiones no puedo dormir por ansiedad",Ambivalente,131
11/12/2019 11:59:49 a. m.,Implementando proyectos para 2020,Positivo,33
11/12/2019 12:56:15 p. m.,Cansancio,Negativo,9
12/01/2020 11:42:35 p. m.,Me siento súper bien en todos los ámbitos de mi vida,Positivo,52
12/02/2020 01:37:13 p. m.,Siento que tengo que mejorar y recordar Intent y Attention,Ambivalente,58
12/02/2020 01:40:09 p. m.,Estoy muy crudo por la reunión de ayer,Negativo,38
12/02/2020 08:46:45 p. m.,"Últimamente he estado muy explosiva con mi novio, todo me molesta, me irrito muy fácil, pero no sé porque. 
Con mis papás todo va bien, todo marcha muy bien & eso me pone de buenas",Ambivalente,180
12/02/2020 10:28:41 a. m.,Todo en orden,Positivo,13
12/02/2020 11:01:49 p. m.,Me siento enferma,Negativo,17
12/03/2020 02:02:32 p. m.,Todo bien,Positivo,9
12/04/2020 01:39:02 p. m.,"Me siento decaída, decepcionada con la gente que me rodea, siento que no he logrado nada importante en mi vida y que nadie me toma en serio por eso. Siento que necesito independizarme y probarle a todos que puedo hacer las cosas.",Negativo,229
12/04/2020 02:59:35 p. m.,Me siento muy aburrida y ese aburrimiento hace que mis pensamientos nublen mi tranquilidad,Negativo,90
12/04/2020 03:09:59 p. m.,Con ansiedad,Negativo,12
12/04/2020 03:51:38 a. m.,"Me siento estresado, ya que tengo un trabajo que no me gusta esperándome todos los días, aunado a que tengo que relacionarme con gente que me desagrada en gran medida, no puedo dormir a la hora que debería por lo que me siento cansado y tenso la mayoría del día al igual que irritable y furioso, cada día me meto en más problemas económicos, no cumplo con lo que debo y no salgo de mi bloqueo mental.
No he hecho nada de lo que tenía planeado para este año y casi va a la mitad, tengo que rogar por afecto de la chica que me gusta y me jode pensar que no le gusto a quien me gusta.
No me gusta estar en casa, me estresa que siempre pelean por insignificancias, idioteces diría yo. 
Así me siento hoy, como casi todos los días.",Negativo,726
12/04/2020 04:31:45 p. m.,"Pues que es triste que siento que me encontré a alguien que me entiende chido y de pronto resultó ser casado pero ya nos habíamos clavado mucho y pues seguimos en contacto y la conexión es fuerte aunque él esté en otro país y chateamos mucho y si no chateamos me siento triste y pues quizá tengo esperanza en el fondo porque la conexión es fuerte pero creo que no sé, no entiendo. Jiji, creo que nadie ha podido ""domarme"" nunca en la vida, ni mi papá ni mi mamá. 😂🤷🏼‍♀️",Negativo,472
12/04/2020 04:55:49 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
12/04/2020 07:08:49 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
12/04/2020 11:19:15 a. m.,"¿Tengo que aguantar esto?
¿Tengo que aguantar que jamás pueda soltar ni por 1 segundo su teléfono, que tenga que irse lejos de mi para hablar con ellos, tengo que soportar que las mismas cosas que le comparte ella me las comparta a mi, que le cuente cosas que a mi no, que la escuche a ella y a mi no? Esta chido su trío...
De nuevo, no se que lugar tengo.
Me duele mucho. 
Somos un equipo...o eso creía
Hay muchos cumplidos y cosas lindas que él me dice y me hace creer que solo a mí me las ha dicho...palabras y frases que en lo personal he escuchado infinidad de veces y que jamás al escucharlas me sintiera tan incómoda e insegura de saber que eso ya se lo dijo a ella...
Otros me las han dicho, pero nunca entró en mi la idea de ""a mi y a cuántas mas"" como me pasa ahora.
Leo y leo lo que escribo y sé que necesito ayuda, pero a veces no creo que sea solo yo, porque yo no era así...pero claro que después de ocultar tantas cosas y después de que una psicóloga me sembrará una idea, no podía seguir siendo la misma.
...",Negativo,1024
12/04/2020 11:30:25 p. m.,"Pues en la mañana fui al cerro y me agrado estar ahí, pero simpre que estoy en un lugar no puedo evitar pensar en lo o solo que estoy u que no puedo compartir con nadie lo que hago",Ambivalente,180
12/04/2020 11:55:34 p. m.,Pues pedí disculpas por mi violencia excesiva en facebook y decidí dejar de polarizar y meditar mas y limpiar mi mente de energías nefastas y de odio,Negativo,149
12/04/2020 12:36:12 p. m.,"Me siento distraída. En los últimos días, en vez de hacer mis responsabilidades, me encuentro pensando realidades alternas en las que mi condición económica y de saluda se encuentran mejor. Supongo que busco un refugio para no pensar de manera honesta qué es lo que podría suceder después de esta contingencia.",Negativo,310
12/04/2020 12:45:11 a. m.,"Estoy triste.. la única persona con la que podría romperme o expresar mis sentimientos no está conmigo física debido a la cuarentena, y el hablar por mensaje o por teléfono no nos ha resultado.",Negativo,193
12/05/2020 12:04:08 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
12/06/2020 04:05:17 p. m.,Un poco triste,Negativo,14
12/06/2020 08:03:59 p. m.,No hice mucho hoy porque estoy crudo,Negativo,36
12/06/2020 10:01:12 p. m.,Muy fuerte porque hoy fue mi graduación virtual de la maestría,Positivo,62
12/11/2019 02:30:14 p. m.,Hoy me siento con mucho animo y decidido a vencer cualquier reto,Positivo,64
12/11/2019 10:07:15 p. m.,Termine el proyecto de laboratorio,Positivo,34
12/11/2019 11:18:18 p. m.,Expectativa,Positivo,11
12/12/2019 02:16:44 p. m.,Tranquilidad,Positivo,12
12/12/2019 07:17:59 p. m.,"Todo va bien, solo que me sentí algo mal pero al final todo mejoró",Ambivalente,66
12/12/2019 08:01:45 p. m.,Dar el 100% en mi trabajo el día de hoy,Positivo,39
12/12/2019 08:43:39 p. m.,Me siento tranquila en mi trabajo y en casa,Positivo,43
12/12/2019 10:03:21 a. m.,"Hoy me siento muy agradecida con la vida, el iniciar con una misa en honor a la virgen de Guadalupe, escuchar las palabras del sacerdote, estár rodeada de amor me hace sentir bien!",Positivo,180
12/12/2019 10:19:08 a. m.,Me. Siento muy contenta,Positivo,23
12/12/2019 11:55:16 a. m.,Me siento muy contenta.,Positivo,23
13/01/2020 06:49:30 a. m.,Todo bien,Positivo,9
13/01/2020 08:01:12 p. m.,"Estresada, nerviosa",Negativo,19
13/01/2020 08:29:46 p. m.,Mi esposa enferma mi hijo renuente y mi hija estresada y yo preocupado por la manada,Negativo,84
13/01/2020 10:55:09 a. m.,Ansioso por vacaciones,Negativo,22
13/01/2020 10:57:16 a. m.,Iniciamos con muchas ganas la semana,Positivo,36
13/01/2020 11:33:08 p. m.,Contenta,Positivo,8
13/02/2020 01:49:26 p. m.,Todo bien,Positivo,9
13/02/2020 01:51:00 p. m.,Djhdjdj,-,7
13/02/2020 03:20:52 p. m.,"El día de hoy fui a firmar mi contrato por tiempo indefinido, por fin ahora solo espero me den un aumento de sueldo porque no me alcanza con lo que gano y he esperado demasiado por esto como para dejar ir la oportunidad",Positivo,219
13/02/2020 10:00:58 a. m.,Todo bien,Positivo,9
13/03/2020 02:08:56 p. m.,Todo bien,Positivo,9
13/03/2020 06:02:45 p. m.,Esta semana estuvo un poco pesada,Negativo,33
13/03/2020 09:06:48 a. m.,"Con algo de tos q no me deja, ya terminé los reportes mensuales",Negativo,63
13/04/2020 03:11:19 a. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
13/04/2020 06:01:50 p. m.,No me viene muy bien trabajar desde casa; se afecta mi productividad y no siento retroalimentación a mi trabajo. Volví a fumar luego de varios días y ni si quiera estoy estresado. Extraño la oficina jeje,Negativo,203
13/04/2020 06:56:19 p. m.,"Tengo hambre todo el tiempo y me duele la cabeza levemente por enojo. La comunicación con d está intermitente, ayer tuvimos una plática real pero hoy no ha sido así. Jugamos un rato, sigue sin hacerme caso al instante y todo lo deja para después de su juego. Hablé con j, le llamé ayer en la noche pero no contestó, si hubiera leído sus mensajes antes no me hubieran quedado ganas de llamarle. Le hice un comentario con ganas de no cuidarla y tal vez lastimarla un poco. Estoy cansada. Me duele que las personas con las que intento tener mayor cercanía sean las que me dañen psicológicamente. Me duele que sean tan groseros y que me reclamen cuando exploto también, cuando ellos fueron los que lo ocasionaron.
Los pensamientos S son susurros 
Ayer no me quería dormir",Negativo,767
13/04/2020 10:21:53 p. m.,Sola.... y un poco desanimada por más que me esfuerzo siento que no avanzo con mis actividades del trabajo,Negativo,106
13/04/2020 12:27:54 a. m.,Ayer fue un día raro ya que no me sentía con ganas de nada hasta la tarde,Negativo,73
13/06/2020 06:43:02 p. m.,"Hoy me siento feliz y agradezco todo lo que tengo. Mi familia, mi pareja, la vida los árboles, el sol, todo es hermoso",Positivo,118
13/06/2020 10:01:27 p. m.,"Arto esta mujer es un desastre absoluto, come puras porquerias me desafía solo le importa sus cosas yo le valgo madre todo lo que sea para su goce super pero yo le siento asfixiado",Negativo,180
13/06/2020 11:51:15 p. m.,"Me siento solitaria, se que por una parte ha sido mi culpa porque no he testado al pendiente de mis amigos como debería, pero solo no me siento con el ánimo de estar con alguien , quiero estar sola. De igual manera los recuerdo del pasado me llegan y perjudican, sigo sin sabe como superarlos",Negativo,292
13/06/2020 12:23:04 p. m.,Triste y con desilusión,Negativo,23
13/10/2019 01:20:37 p. m.,Ahhh 😌,Ambivalente,7
13/10/2019 12:04:37 p. m.,Estresada,Negativo,9
13/11/2019 06:36:58 p. m.,Jfkfjfjf,-,8
13/11/2019 08:01:02 p. m.,"Después de comenzar con mi diario, siento una gran tranquilidad, hoy aprendí un poco a reír, y me sentí muy relajada",Positivo,116
13/11/2019 08:26:00 p. m.,Iceberg ocho un web os eh dj h end su ING d x DVD in XV lo he Albert rey Egipto adicto shock,-,92
13/11/2019 10:55:17 a. m.,Me siento inquieto porque no he empezado a avanzar con mis pendientes,Negativo,69
13/11/2019 11:56:33 a. m.,Enfocado,Positivo,8
13/12/2019 01:03:27 p. m.,Un poco ansiosa,Negativo,15
13/12/2019 01:08:06 a. m.,Me siento a gusto por haber convivido con hermanos Dios,Positivo,55
14/01/2020 02:30:29 p. m.,Indeciso,Ambivalente,8
14/01/2020 03:25:59 p. m.,Un poco estresado,Negativo,17
14/01/2020 06:01:06 p. m.,Rujfufuff,-,9
14/01/2020 08:00:49 p. m.,Muy kntenta por k gracias a dios hay trabajo y espero ver pronto Ami familia,Positivo,76
14/01/2020 09:45:54 a. m.,"Siento muy extraño a mi jefe, y eso me tiene muy inquieta",Negativo,57
14/01/2020 10:08:47 a. m.,"Pues estoy un poco cansada físicamente, pero emocionada por mi curso de maquillaje, en mi trabajo estoy equis siento que cada día le voy perdiendo interés",Ambivalente,154
14/01/2020 10:31:46 a. m.,Todo bien sigo a dieta,Positivo,22
14/01/2020 11:21:25 a. m.,Trabajando para que se den los resultados que se esperan. Con toda la mejor actitud ante las situaciones adversas. Viendo las cosas en positivo.,Positivo,144
14/01/2020 12:04:20 a. m.,"Voy liberando mis pendientes laborales y cada vez me siento más tranquila con mi entorno, me gusta salir del trabajo para realizar otras actividades con mi familia y amigos, me encanta conocer gente nueva",Positivo,204
14/02/2020 03:37:28 p. m.,siento que estamos avanzandos,Positivo,29
14/02/2020 10:00:49 a. m.,Todo en orden,Positivo,13
14/02/2020 10:06:36 a. m.,No aguanto a mi jefe,Negativo,20
14/02/2020 10:40:03 a. m.,Me pagaron hoy y no fue lo que esperaba,Negativo,39
14/02/2020 12:28:51 p. m.,Confundido,Negativo,10
14/04/2020 02:39:14 p. m.,He trabajado mucho porque no sé si voy a tener trabajo depsues y tengo 2 chambas ahora pero es demasiado. Me agota el calor,Negativo,123
14/04/2020 03:44:44 p. m.,Me siento desanimada y sin ganas de hacer nada,Negativo,46
14/04/2020 04:02:47 a. m.,"Bien, ha sido un día común atendiendo la pandemia, permaneciendo en casa con las actividades de rutina. No me siento con gran motivación ni ansiedad. Me siento normal",Ambivalente,166
14/04/2020 04:07:51 p. m.,"El desánimo junto con el enojo me rondan el día de hoy ya que me enoja que mi aún esposo tomo la decisión de irse precisamente hace un par de días y entonces me pregunto y la solidaridad; sabe que no puedo generar dinero por la contingencia y estoy vulnerable y es cuando se atreve a irse, el miedo se apodera de mi cuando pienso que ya no está para mi, Para compartir preocupaciones de la casa; claro que comprendo que el matrimonio de tenis que terminar y como te dije ayer hasta lo admiro; el tener la firmeza de terminar; el ego es lo que produce mi enojo además que yo si lo apoye en momentos difíciles para él y para mi es un momento difícil este padecimiento.",Negativo,666
14/04/2020 06:19:40 p. m.,Me siento triste porque no sé qué va a ser de mi sí pasa algo malo por la pandemia,Negativo,82
14/04/2020 07:43:54 a. m.,"Me siento desanimada, triste y molesta al igual que algo frustrada, acabo de terminar una relación sentimental de más de 15 años y no se como manejar mis emociones me siento mal",Negativo,177
14/04/2020 10:37:28 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
14/04/2020 10:44:14 p. m.,La contingencia no me deja pensar de forma clara en algunas de ellas,Negativo,68
14/04/2020 12:14:03 a. m.,"Me duele mi cabeza bastante, no termino el trabajo programado y me siento muy cansada, las cosas que antes me hacían sentir contenta ya no lo hacen",Negativo,147
14/04/2020 12:25:05 a. m.,Un poco enojada y decepcionada con Lety.,Negativo,40
14/05/2020 03:24:14 p. m.,"Estoy frustrada, yo nunca he sido buena para las sopas de letras, creo que no voy a continuar con ésta tarea, es más importante otra, además tengo todo. 
Pareciera que me doliera cerca del corazón aún por el tema de Saulo. 
No entiendo porque me aferré tanto a él. 
Mantengo esperanzas de que algo podría llegar a pasar cuando ya sé que jamás nada volverá a suceder porque perdí mi oportunidad y yo no le intereso en absoluto ahora",Negativo,431
14/05/2020 10:17:09 a. m.,Me siento mas animada y espero que esto ya tenga un final,Ambivalente,57
14/05/2020 12:41:10 p. m.,Estresado desanimado y un poco crudo la situación económica no mejora,Negativo,69
14/06/2020 07:28:51 p. m.,Muy bien,Positivo,8
14/06/2020 10:03:45 a. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
14/06/2020 10:18:27 p. m.,Parece que todo está pasando con normalidad sólo estoy pensando que será temporal lo que falta,Ambivalente,94
14/06/2020 12:06:22 p. m.,"Me siento desgastada y un poco desorientada por todos los cambios que he tenido. No he podido ahorrar dinero como me gustaría ni tener una rutina sana por falta de tiempo y cuando llego a mi casa solo quiero descansar. Me enoja tener que hacerme cargo yo sola de la limpieza de la casa, sacar la basura, cocinar, lavar los platos, pagar el súper por que inmediatamente llegar a mi casa se convierte en un estrés para mi.",Negativo,420
14/10/2019 01:44:01 p. m.,Bfjfjdjjd,-,9
14/10/2019 01:49:47 p. m.,Bien y contento,Positivo,15
14/10/2019 04:41:34 p. m.,everything good!,Positivo,16
14/10/2019 10:58:11 a. m.,"Me siento mal porque me siento enferma preocupada por la situacion economica que se avecina, muy estresada",Negativo,106
14/10/2019 11:42:46 a. m.,Me siento triste,Negativo,16
14/10/2019 12:23:54 p. m.,Estoy cansado por que dormí chueco y me dejo mi novia.,Negativo,54
14/11/2019 07:25:50 p. m.,Muy presionado en el trabajo,Negativo,28
14/11/2019 07:53:11 p. m.,Dedicado al logro de objetivos tanto personales y laborales,Positivo,59
14/11/2019 08:02:47 p. m.,Hoy estoy un poco enfermo de gripe y cansado físicamente porque inicie a hacer ejercicio. Me siento un poco frustrado ya que no he logrado algunos objetivos de trabajo.,Negativo,168
14/11/2019 08:03:17 a. m.,Solo como si estuviera haciendo mal las cosas,Negativo,45
14/11/2019 09:22:47 p. m.,"Hoy tuve un curso para lo profesional y otro para lo emocional, me siento motivada a mejorar mis hábitos en mi vida",Positivo,115
14/11/2019 11:01:47 a. m.,En dónde está mi diario emocional?,-,34
14/11/2019 11:12:47 a. m.,Triste,Negativo,6
14/11/2019 11:15:02 p. m.,Me siento preocupada por darle más interés a mi trabajo que a mi esposo,Negativo,71
14/11/2019 11:24:26 p. m.,Sin ánimos,Negativo,10
14/11/2019 12:02:40 p. m.,Con frecuencia cuando se presenta alguna situación de estrés pierdo el apetito,Negativo,78
14/11/2019 12:50:23 p. m.,Me siento realizado pero a la vez conflictuado. Siento que logro muchas cosas pero a la vez no las que realmente me harian feliz.,Ambivalente,129
14/12/2019 03:49:38 p. m.,"Me siento un poco decaída por lo qué pasa en casa, siento que mi esposo no me comprende y me apoya poco para que yo tenga mis espacios y mi vida personal fuera de las obligaciones de la casa y con mi hijo",Negativo,204
14/12/2019 10:37:38 a. m.,Tranquila y relajada,Positivo,20
15/01/2020 10:00:37 a. m.,"Tratando de cambiar a una actitud más positiva en el trabajo, siendo proactivo y buscando demostrar que puedo hacer esto y más, ya que necesito generar ingresos.",Positivo,161
15/04/2020 02:27:32 p. m.,"Me siento asustado, ansioso por la vida, desmotivado. Sin la mejor autoestima. Quiero tener todo, ser feliz y una vida más grandiosa de lo que me pueda imaginar .",Negativo,162
15/04/2020 03:41:03 p. m.,"Hoy me siento decepcionada, ayer estuve muy ocupada con temas de la oficina y eso me despeja la mente pero hoy nadie me ha buscado y eso me pone ansiosa y preocupada",Negativo,165
15/04/2020 04:46:36 p. m.,Siento que siempre fui muy dependiente económica y emocionalmente del padre de mis hijas; y que hace más de veinte años tenia que haber terminado este matrimonio; estoy en un punto tan enfermo de mi vida que me duele el que él tomara la decisión de irse; me pregunto por qué me duele la partida de la persona que me hizo daño ?,Negativo,327
15/04/2020 06:14:41 p. m.,Estoy un pensativo la situacion actual no ha asilado y hay poco trabajo pero seguimos adelante en cuanto a mis sentimientos pues he vuelto a pensar mucho sobre ella y ahora que la he contacatado me pone a pensar mucho sobre lo que pueda pasar,Negativo,242
15/04/2020 08:05:39 p. m.,El trabajo estuvo bastante pesado de junta en junta con solicitudes urgentes y el estar en casa por la cuarentena a veces se vuelve más pesado pero ya estoy más relajado y estoy descargando un juego para mi pc y ver qué Yam entretenido esta,Negativo,240
15/04/2020 08:08:08 p. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
15/04/2020 10:18:07 a. m.,"El día de hoy me he sentido llena de mucha energía, estoy muy motivada y con mucha alegria",Positivo,90
15/04/2020 10:53:26 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
15/04/2020 11:17:58 a. m.,"Me siento preocupada, todo el tiempo tengo miedo de contagiarme de Covid y me dan ataques de ansiedad porque se que soy débil y no quiero morir.",Negativo,144
15/05/2020 02:47:59 p. m.,Me siento triste con miedo triste porque me siento sola y odio que las personas me decepcionen y con miedo pues de que me enferme de covid luego me preocupa que no me venga la regla,Negativo,181
15/05/2020 05:59:00 a. m.,"Tengo mucha tarea aveces y no logro concentrarme, me cuesta mucho estar al 100 en la escuela",Negativo,92
15/06/2020 04:46:03 p. m.,"Avanzando en las tareas, planeando las actividades y desarrollandolas",Positivo,69
15/06/2020 05:43:17 p. m.,Mi opinión importa al equipo de trabajo,Positivo,39
15/06/2020 08:37:50 p. m.,"Por ratos me regresan algunos síntomas de la ansiedad pero ya no me desesperan como antes y tampoco me da miedo como antes, solo los presento y sigo normal hasta que se me pase.",Negativo,177
15/06/2020 09:35:53 p. m.,"Hoy todo va muy bien. Dormí bien, salí a correr, comí muy bien.",Positivo,63
15/06/2020 10:07:29 a. m.,"Hoy me siento tranquila , pude dormir varias horas corridas y eso me hizo levantarme con animo",Positivo,94
15/06/2020 10:52:55 a. m.,"A pesar de estar durmiendo bien constantemente estoy pensando si siento ansiedad. Empecé ya con medicación para controlarlo y en general ha funcionado bien, pero a veces no puedo controlar mis pensamientos al 100% en ese tema",Ambivalente,225
15/10/2019 05:21:01 p. m.,A la grande le puse cuca,Ambivalente,24
15/10/2019 08:03:43 p. m.,"Todo estuvo excelente el día de hoy, mi salud ha mejorado y mi día fue muy productivo",Positivo,85
15/10/2019 08:58:44 p. m.,Me dio conjuntivitis y me siento mal.,Negativo,37
15/10/2019 09:20:28 a. m.,"Me siento cansado, siento que todo da igual en esta vida",Negativo,56
15/10/2019 09:30:44 a. m.,Me tomé un café y me siento equilibrado,Positivo,39
15/10/2019 10:09:27 p. m.,Jhkjgkkhhkkjbn jjj join jjj hop jkjk,-,36
15/10/2019 11:25:38 a. m.,Me siento mal de gripa OTRA VEZ!!!,Negativo,34
15/11/2019 01:05:47 a. m.,Me siento cargada de energía para las vacaciones,Positivo,48
15/11/2019 01:39:00 p. m.,Chido liro tiroliro,Positivo,19
15/11/2019 08:50:22 a. m.,Me parece que hoy será un día bueno,Positivo,35
15/11/2019 10:18:32 a. m.,Me siento muy confiada segura u con ganas de trabajar duro,Positivo,58
15/11/2019 11:16:11 a. m.,Me siento optimista al pensar en los resultados que se pueden obtener de Jenny.,Positivo,79
15/12/2019 06:01:44 p. m.,Pues. Si,Positivo,8
15/12/2019 08:15:12 p. m.,Me pelie con mi novio y llevo días peleando lo extraño mucho pero es un idiota no se que hacer,Negativo,94
15/12/2019 08:24:07 p. m.,Hoy fue un día muy pesado emocionalmente y muy triste,Negativo,53
16/01/2020 08:00:31 p. m.,Pues de salud ahí vamos y kuento los días ya para ir a ver Ami familia,Positivo,70
16/03/2020 11:28:58 p. m.,"Quiero contarte sobre el coronavirus. Es un tema importante.

Antes que nada, @nombre, quiero decirte que espero que estés bien.",JENNY,128
16/04/2020 05:48:49 p. m.,dsadasds,-,8
16/04/2020 07:56:26 p. m.,Jfkfkfg,-,7
16/04/2020 08:33:15 p. m.,me preocupa el trabajo,Negativo,22
16/04/2020 09:11:49 p. m.,"Hoy no fui taaaan ignorada en casa, aunque no me gusta que a la hora de la comida el centro de atención sea el teléfono. El el trabajo sin sustos mayores y adelantando pendientes. En casa tranquila. Hoy contacte a un viejo amigo de modelo que al menos me hizo la tarde muy amena... no siento desesperación por salir y la noticia de que esto se va a mes y medio más al menos no me angustia.",Positivo,389
16/04/2020 09:36:38 p. m.,"Me siento muy ansiosa, nerviosa y muy molesta",Negativo,45
16/04/2020 10:38:45 a. m.,"Los de otras áreas se la maman. Se le dijo que Atziri específicamente qué se necesitaba de ayuda y al final solo nos da más problemas. No sé para qué dicen que van a ayudar si no van a leer las tareas. Si nos van a dar más problemas mejor que no nos ayuden. 

Además, Matías hace siempre lo que se le da su cochina gana.",Negativo,320
16/05/2020 10:25:42 a. m.,"Siento que mi vida ha cambiado mucho para mal. Antes vivía en otra ciudad, tenía un trabajo estable y amigos que me procuraban. Hubo un problema que no fue mi culpa y me quedé sin trabajo, aparte del divorcio de mis padres, por lo que regresar a casa de mi mamá parecía lo mejor. Pero ahora que vivo aquí se vino todo el problema de la pandemia, más los problemas familiares, lo cual me hace sentir que no tengo control de mi vida",Negativo,430
16/06/2020 04:06:54 p. m.,Estoy muy optimista por que voy muy bien en el trabajo los resultados se han dado perfecto y además hoy recibí muchos pagos espero terminar en los primeros lugares,Positivo,163
16/06/2020 10:09:44 a. m.,"Constantemente tiendo a darle más vueltas a las cosas de lo necesario y no las afronto y las resuelvo a la primera oportunidad, eso me causa estrés innecesario",Negativo,159
16/06/2020 10:39:26 p. m.,"Hoy es mi cumpleaños y me di cuenta de lo afortunada que soy, tengo un trabajo con gente hermosa, una familia que me quiere y un novio que me ama. A veces no logró ver eso pero con todo eso tengo todo",Positivo,200
16/06/2020 11:17:30 p. m.,Pues hoy tuve dos siestas largas :( pero no la pase mal. Solo siento que no hubo motivos para hacer cosas lindas hoy. Tratare de dormir temprano porque mañana tengo guardia. Solo quedan 4! Ya no quiero ir jaja en fin. Y mi cuerpo se siente tan cansado...,Ambivalente,254
16/06/2020 12:15:18 p. m.,"Me siento un tanto inestable, tengo trabajo que hacer pero también debo hacer unos exámenes que me faltan de un curso que la verdad me da flojera hacerlo, pero como me lo exigen en el trabajo lo tengo que hacer, también tengo que hacer la comida porque x el confinamiento que tenemos hay que hacer de todo y estoy muy cansada",Negativo,325
16/10/2019 01:18:44 p. m.,estoy evaluando qué es lo que tengo que hacer,Ambivalente,45
16/10/2019 06:33:14 p. m.,Jfjfjfjfj,-,9
16/10/2019 08:45:15 a. m.,Me siento afortunado y agradecido,Positivo,33
16/10/2019 10:03:42 p. m.,Todo bien Gracias,Positivo,17
16/10/2019 10:28:00 a. m.,"Estoy, contenta, un dia mas de vida, ayer estuve a punto de tener un accidente que habría cambiado, pero le agradezco a Dios que estoy bien",Positivo,139
16/12/2019 03:46:45 p. m.,Muy presionado por mi esposa.,Negativo,29
16/12/2019 08:03:50 p. m.,Hoy me fue bastante bien terminamos muchos temas de reuniones y definimos trabajo para el próximo año. Me siento incluido por qué las decisiones que se toman y tomo en el departamento son prácticamente soportadas por los demás. Siento que apoyo mucho a mi líder en lo que respecta a los proyectos y gestión día a día,Positivo,316
16/12/2019 09:19:19 p. m.,"Me siento emocionado, hoy fue un día productivo, terminé mis actividades según mi agenda, y en la noche cenaré con amigos para relajarme",Positivo,136
16/12/2019 11:25:07 a. m.,Incómoda,Negativo,8
17/01/2020 07:48:52 a. m.,"Estoy sentado en el cuarto de un hotel, esperando que pasen por mi , para ir al trabajo, me siento relajado",Positivo,107
17/01/2020 08:00:05 a. m.,Estoy a gusto de poder hacer lo que me gusta,Positivo,44
17/01/2020 08:23:50 p. m.,"Me siento motivada, inicie una nueva actividad que me ayudará con mi salud",Positivo,74
17/01/2020 09:05:07 a. m.,"Tengo sueño, me levanto temprano y anoche dormí tarde",Negativo,53
17/01/2020 09:10:03 a. m.,Chido,Positivo,5
17/01/2020 10:00:50 a. m.,"Un día positivo, vamos a echarle ganas...!",Positivo,42
17/02/2020 06:20:09 p. m.,Compañerismo,Positivo,12
17/02/2020 10:00:31 a. m.,Aquí vamos...,Positivo,13
17/02/2020 10:07:26 a. m.,"Hoy lunes estoy con toda la actitud, positivo para lo que se me presente",Positivo,72
17/02/2020 12:50:14 p. m.,Me siento feliz por que es lunes,Positivo,32
17/04/2020 03:09:11 a. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
17/04/2020 10:31:44 p. m.,Hoy fue un día un poco difícil pues ya que ya tengo 5 semanas sin salir y a eses tengo problemas con mi esposo y mis hijos y eso me ase sentir triste y deprimida por las discusiones y el ensierro,Negativo,195
17/05/2020 01:41:26 a. m.,"Necesito hacer mis tareas y no puedo, mesa mucha pereza no tengo ganas de hacerlo no me siento motivado no se porque me pasa eso es como si quisiera fallar",Negativo,155
17/06/2020 04:16:59 p. m.,Miedo,Negativo,5
17/06/2020 06:00:50 p. m.,Acompañado,Positivo,10
17/06/2020 06:02:48 p. m.,Odio a la gente que no se hace responsable de sus temas,Negativo,55
17/06/2020 10:10:35 p. m.,Tengo que hacer trabajo administrativo nos piden muchas cosas al mismo tiempo sin darnos tiempo suficiente nos estresan pidiendo todo ya,Negativo,136
17/10/2019 05:19:45 p. m.,Hsjsjs,-,6
17/10/2019 10:17:10 a. m.,Angustia,Negativo,8
17/10/2019 10:35:05 a. m.,estoy evaluando qué es lo que tengo que hacer,Ambivalente,45
17/11/2019 10:29:10 p. m.,Bien. :),Positivo,8
17/11/2019 10:34:04 a. m.,Enojado,Negativo,7
17/12/2019 05:58:58 p. m.,Mucha tranquilidad,Positivo,18
17/12/2019 06:00:56 p. m.,Abrumador,Negativo,9
17/12/2019 07:06:52 p. m.,Un día muy agotador. Cansado del trabajo y con hambre. Sin ganas de platicar con nadie.,Negativo,87
